notes_id,char_range,frame_range,text_id,speaker_id
1,"[26998,26999)","[6,52)",1,T1_GP1
2,"[26999,27000)","[414,433)",2,T1_GP1
3,"[27000,27001)","[449,465)",2,T1_GP1
4,"[27001,27002)","[527,535)",1,T1_GP1
5,"[27002,27003)","[534,556)",3,T1_GP1
6,"[27003,27004)","[1175,1220)",4,T1_GP1
7,"[27004,27005)","[2831,2843)",5,T1_GP1
8,"[27005,27006)","[2976,2993)",2,T1_GP1
9,"[27006,27007)","[3013,3070)",2,T1_GP1
10,"[27007,27008)","[3742,3769)",2,T1_GP1
11,"[27008,27009)","[3879,3901)",2,T1_GP1
12,"[27009,27010)","[4157,4185)",6,T1_GP1
13,"[27010,27011)","[4331,4365)",2,T1_GP1
14,"[27011,27012)","[4365,4441)",7,T1_GP1
15,"[27012,27013)","[5525,5548)",2,T1_GP1
16,"[27013,27014)","[5658,5672)",2,T1_GP1
17,"[27014,27015)","[6242,6301)",2,T1_GP1
18,"[27015,27016)","[6712,6774)",2,T1_GP1
19,"[27016,27017)","[7106,7129)",2,T1_GP1
20,"[27017,27018)","[7128,7140)",8,T1_GP1
21,"[27018,27019)","[8049,8066)",9,T1_GP1
22,"[27019,27020)","[8076,8115)",2,T1_GP1
23,"[27020,27021)","[8724,8736)",2,T1_GP1
24,"[27021,27022)","[8859,8897)",2,T1_GP1
25,"[27022,27023)","[9794,9858)",2,T1_GP1
26,"[27023,27024)","[10370,10404)",10,T1_GP1
27,"[27024,27025)","[11530,11602)",11,T1_GP1
28,"[27025,27026)","[12051,12091)",2,T1_GP1
29,"[27026,27027)","[12153,12181)",2,T1_GP1
30,"[27027,27028)","[12269,12285)",2,T1_GP1
31,"[27028,27029)","[14853,14868)",2,T1_GP1
32,"[27029,27030)","[15305,15332)",2,T1_GP1
33,"[27030,27031)","[15484,15559)",2,T1_GP1
34,"[27031,27032)","[16304,16322)",8,T1_GP1
35,"[27032,27033)","[16321,16378)",10,T1_GP1
36,"[27033,27034)","[16484,16565)",2,T1_GP1
37,"[27034,27035)","[18768,18783)",12,T1_GP1
38,"[27035,27036)","[18815,18831)",2,T1_GP1
39,"[27036,27037)","[20527,20551)",13,T1_GP1
40,"[27037,27038)","[20760,20794)",2,T1_GP1
41,"[27038,27039)","[21729,21754)",2,T1_GP1
42,"[27039,27040)","[23996,24025)",2,T1_GP1
43,"[27040,27041)","[25982,25993)",8,T1_GP1
44,"[27041,27042)","[26187,26206)",14,T1_GP1
45,"[27042,27043)","[26899,26921)",12,T1_GP1
46,"[27043,27044)","[27110,27126)",15,T1_GP1
47,"[27044,27045)","[27896,27913)",16,T1_GP1
48,"[27045,27046)","[28714,28746)",17,T1_GP1
49,"[27046,27047)","[30966,30980)",2,T1_GP1
50,"[27047,27048)","[31533,31552)",2,T1_GP1
51,"[27048,27049)","[36915,36936)",2,T1_GP1
52,"[27049,27050)","[36999,37035)",2,T1_GP1
53,"[27050,27051)","[39402,39449)",2,T1_GP1
54,"[27051,27052)","[42420,42449)",18,T1_GP1
55,"[27052,27053)","[42448,42479)",2,T1_GP1
56,"[27053,27054)","[43159,43186)",2,T1_GP1
57,"[27054,27055)","[43582,43611)",2,T1_GP1
58,"[27055,27056)","[46329,46347)",2,T1_GP1
59,"[27056,27057)","[47241,47265)",2,T1_GP1
60,"[27057,27058)","[47264,47340)",19,T1_GP1
61,"[27058,27059)","[47352,47377)",2,T1_GP1
62,"[27059,27060)","[48619,48657)",18,T1_GP1
63,"[27060,27061)","[49652,49683)",2,T1_GP1
64,"[27061,27062)","[52102,52188)",2,T1_GP1
65,"[27062,27063)","[57284,57312)",2,T1_GP1
66,"[27063,27064)","[58748,58777)",2,T1_GP1
67,"[27064,27065)","[59155,59182)",10,T1_GP1
68,"[27065,27066)","[59312,59345)",2,T1_GP1
69,"[27066,27067)","[59843,59886)",2,T1_GP1
70,"[27067,27068)","[60383,60439)",2,T1_GP1
71,"[27068,27069)","[61387,61404)",2,T1_GP1
72,"[27069,27070)","[61608,61642)",2,T1_GP1
73,"[27070,27071)","[62159,62178)",2,T1_GP1
74,"[27071,27072)","[62854,62935)",2,T1_GP1
75,"[27072,27073)","[63210,63238)",2,T1_GP1
76,"[27073,27074)","[63513,63568)",2,T1_GP1
77,"[27074,27075)","[64443,64470)",2,T1_GP1
78,"[27075,27076)","[65462,65484)",2,T1_GP1
79,"[27076,27077)","[66348,66397)",2,T1_GP1
80,"[27077,27078)","[67680,67700)",2,T1_GP1
81,"[27078,27079)","[69074,69102)",2,T1_GP1
82,"[27079,27080)","[69654,69673)",2,T1_GP1
83,"[27080,27081)","[70627,70647)",10,T1_GP1
84,"[27081,27082)","[73875,73895)",2,T1_GP1
85,"[27082,27083)","[73977,74005)",2,T1_GP1
86,"[27083,27084)","[74059,74099)",2,T1_GP1
87,"[27084,27085)","[74669,74689)",2,T1_GP1
88,"[27085,27086)","[75638,75658)",2,T1_GP1
89,"[27086,27087)","[77015,77037)",2,T1_GP1
90,"[27087,27088)","[77045,77065)",2,T1_GP1
91,"[27088,27089)","[77202,77222)",2,T1_GP1
92,"[27089,27090)","[78782,78826)",20,T1_GP1
93,"[27090,27091)","[79048,79079)",2,T1_GP1
94,"[27091,27092)","[79091,79246)",10,T1_GP1
95,"[27092,27093)","[79403,79469)",10,T1_GP1
96,"[27093,27094)","[79683,79732)",2,T1_GP1
97,"[50050,50051)","[6,52)",1,T1_GP2
98,"[50051,50052)","[309,314)",1,T1_GP2
99,"[50052,50053)","[414,433)",2,T1_GP2
100,"[50053,50054)","[478,485)",2,T1_GP2
101,"[50054,50055)","[586,601)",1,T1_GP2
102,"[50055,50056)","[607,614)",1,T1_GP2
103,"[50056,50057)","[619,625)",2,T1_GP2
104,"[50057,50058)","[1073,1085)",17,T1_GP2
105,"[50058,50059)","[1175,1220)",2,T1_GP2
106,"[50059,50060)","[1403,1444)",9,T1_GP2
107,"[50060,50061)","[2897,2923)",21,T1_GP2
108,"[50061,50062)","[3013,3070)",2,T1_GP2
109,"[50062,50063)","[3444,3467)",22,T1_GP2
110,"[50063,50064)","[3650,3682)",2,T1_GP2
111,"[50064,50065)","[3742,3769)",2,T1_GP2
112,"[50065,50066)","[3879,3901)",2,T1_GP2
113,"[50066,50067)","[4331,4365)",2,T1_GP2
114,"[50067,50068)","[5000,5009)",17,T1_GP2
115,"[50068,50069)","[5525,5548)",2,T1_GP2
116,"[50069,50070)","[5610,5659)",2,T1_GP2
117,"[50070,50071)","[5671,5693)",23,T1_GP2
118,"[50071,50072)","[5890,5916)",2,T1_GP2
119,"[50072,50073)","[6242,6301)",2,T1_GP2
120,"[50073,50074)","[6586,6603)",2,T1_GP2
121,"[50074,50075)","[6712,6774)",2,T1_GP2
122,"[50075,50076)","[7106,7129)",2,T1_GP2
123,"[50076,50077)","[7140,7158)",24,T1_GP2
124,"[50077,50078)","[7885,7923)",2,T1_GP2
125,"[50078,50079)","[8076,8115)",10,T1_GP2
126,"[50079,50080)","[8244,8271)",10,T1_GP2
127,"[50080,50081)","[8859,8897)",2,T1_GP2
128,"[50081,50082)","[9794,9858)",2,T1_GP2
129,"[50082,50083)","[10073,10095)",2,T1_GP2
130,"[50083,50084)","[10105,10118)",24,T1_GP2
131,"[50084,50085)","[10370,10404)",2,T1_GP2
132,"[50085,50086)","[11937,11964)",2,T1_GP2
133,"[50086,50087)","[12051,12091)",10,T1_GP2
134,"[50087,50088)","[12153,12181)",2,T1_GP2
135,"[50088,50089)","[12269,12285)",2,T1_GP2
136,"[50089,50090)","[12946,12966)",2,T1_GP2
137,"[50090,50091)","[15305,15332)",2,T1_GP2
138,"[50091,50092)","[16175,16196)",9,T1_GP2
139,"[50092,50093)","[16321,16378)",2,T1_GP2
140,"[50093,50094)","[16464,16485)",8,T1_GP2
141,"[50094,50095)","[16532,16565)",2,T1_GP2
142,"[50095,50096)","[18389,18416)",2,T1_GP2
143,"[50096,50097)","[19540,19551)",6,T1_GP2
144,"[50097,50098)","[20427,20448)",2,T1_GP2
145,"[50098,50099)","[20760,20794)",2,T1_GP2
146,"[50099,50100)","[21179,21200)",12,T1_GP2
147,"[50100,50101)","[21489,21517)",2,T1_GP2
148,"[50101,50102)","[21729,21754)",2,T1_GP2
149,"[50102,50103)","[22087,22097)",25,T1_GP2
150,"[50103,50104)","[22097,22109)",26,T1_GP2
151,"[50104,50105)","[24354,24373)",2,T1_GP2
152,"[50105,50106)","[25941,25984)",2,T1_GP2
153,"[50106,50107)","[28714,28746)",2,T1_GP2
154,"[50107,50108)","[28746,28995)",27,T1_GP2
155,"[50108,50109)","[29719,29743)",10,T1_GP2
156,"[50109,50110)","[31170,31188)",2,T1_GP2
157,"[50110,50111)","[32157,32186)",6,T1_GP2
158,"[50111,50112)","[34870,34885)",2,T1_GP2
159,"[50112,50113)","[35062,35085)",28,T1_GP2
160,"[50113,50114)","[36999,37035)",2,T1_GP2
161,"[50114,50115)","[37034,37107)",29,T1_GP2
162,"[50115,50116)","[39402,39449)",2,T1_GP2
163,"[50116,50117)","[40711,40758)",2,T1_GP2
164,"[50117,50118)","[42448,42479)",2,T1_GP2
165,"[50118,50119)","[43159,43186)",2,T1_GP2
166,"[50119,50120)","[43692,43716)",30,T1_GP2
167,"[50120,50121)","[44899,44930)",17,T1_GP2
168,"[50121,50122)","[46329,46347)",10,T1_GP2
169,"[50122,50123)","[47241,47266)",2,T1_GP2
170,"[50123,50124)","[47265,47280)",9,T1_GP2
171,"[50124,50125)","[47559,47590)",2,T1_GP2
172,"[50125,50126)","[47629,47658)",2,T1_GP2
173,"[50126,50127)","[49652,49683)",12,T1_GP2
174,"[50127,50128)","[52102,52188)",2,T1_GP2
175,"[50128,50129)","[54718,54731)",31,T1_GP2
176,"[50129,50130)","[57017,57036)",2,T1_GP2
177,"[50130,50131)","[57284,57312)",2,T1_GP2
178,"[50131,50132)","[58573,58603)",32,T1_GP2
179,"[50132,50133)","[58748,58777)",2,T1_GP2
180,"[50133,50134)","[59031,59050)",2,T1_GP2
181,"[50134,50135)","[59312,59345)",2,T1_GP2
182,"[50135,50136)","[59843,59886)",2,T1_GP2
183,"[50136,50137)","[60015,60064)",32,T1_GP2
184,"[50137,50138)","[60383,60439)",2,T1_GP2
185,"[50138,50139)","[61172,61198)",2,T1_GP2
186,"[50139,50140)","[61608,61643)",33,T1_GP2
187,"[50140,50141)","[62440,62486)",2,T1_GP2
188,"[50141,50142)","[62627,62654)",32,T1_GP2
189,"[50142,50143)","[62732,62815)",34,T1_GP2
190,"[50143,50144)","[62854,62935)",2,T1_GP2
191,"[50144,50145)","[63210,63238)",2,T1_GP2
192,"[50145,50146)","[63513,63568)",2,T1_GP2
193,"[50146,50147)","[65862,65929)",35,T1_GP2
194,"[50147,50148)","[66023,66044)",2,T1_GP2
195,"[50148,50149)","[66348,66397)",2,T1_GP2
196,"[50149,50150)","[68735,68803)",2,T1_GP2
197,"[50150,50151)","[69074,69102)",2,T1_GP2
198,"[50151,50152)","[69672,69694)",36,T1_GP2
199,"[50152,50153)","[70090,70116)",2,T1_GP2
200,"[50153,50154)","[71970,72008)",2,T1_GP2
201,"[50154,50155)","[73977,74005)",2,T1_GP2
202,"[50155,50156)","[74059,74099)",2,T1_GP2
203,"[50156,50157)","[74654,74667)",22,T1_GP2
204,"[50157,50158)","[75065,75078)",2,T1_GP2
205,"[50158,50159)","[75801,75862)",2,T1_GP2
206,"[50159,50160)","[75945,76026)",2,T1_GP2
207,"[50160,50161)","[76600,76640)",2,T1_GP2
208,"[50161,50162)","[77202,77222)",2,T1_GP2
209,"[50162,50163)","[78782,78826)",2,T1_GP2
210,"[50163,50164)","[79048,79079)",2,T1_GP2
211,"[50164,50165)","[79403,79469)",2,T1_GP2
212,"[50165,50166)","[79683,79732)",2,T1_GP2
213,"[50804,50805)","[18284,18420)",37,Interviewer
214,"[50805,50806)","[60167,60188)",38,Interviewer
215,"[50806,50807)","[75801,75862)",2,Interviewer
216,"[50807,50808)","[78362,78405)",8,Interviewer
217,"[287135,287136)","[388493,388524)",39,T5
218,"[287136,287137)","[388565,388593)",40,T5
219,"[287137,287138)","[388592,388624)",40,T5
220,"[287138,287139)","[388635,388657)",41,T5
221,"[287139,287140)","[388665,388674)",41,T5
222,"[287140,287141)","[388721,388766)",41,T5
223,"[287141,287142)","[388779,388845)",42,T5
224,"[287142,287143)","[389772,389876)",43,T5
225,"[287143,287144)","[392653,392682)",44,T5
226,"[287144,287145)","[395895,395954)",40,T5
227,"[287145,287146)","[396594,396633)",45,T5
228,"[287146,287147)","[396722,396745)",46,T5
229,"[287147,287148)","[397103,397158)",46,T5
230,"[287148,287149)","[398475,398563)",46,T5
231,"[287149,287150)","[399667,399732)",47,T5
232,"[287150,287151)","[404106,404132)",44,T5
233,"[287151,287152)","[405796,405867)",48,T5
234,"[287152,287153)","[406336,406349)",49,T5
235,"[287153,287154)","[406414,406485)",50,T5
236,"[287154,287155)","[406484,406536)",51,T5
237,"[287155,287156)","[406722,406823)",52,T5
238,"[287156,287157)","[407412,407430)",53,T5
239,"[287157,287158)","[408601,408620)",54,T5
240,"[287158,287159)","[410298,410358)",55,T5
241,"[287159,287160)","[412176,412227)",56,T5
242,"[287160,287161)","[412231,412259)",57,T5
243,"[287161,287162)","[415266,415315)",58,T5
244,"[287162,287163)","[415772,415786)",59,T5
245,"[287163,287164)","[415995,416007)",60,T5
246,"[287164,287165)","[416016,416028)",60,T5
247,"[287165,287166)","[416078,416108)",61,T5
248,"[287166,287167)","[416193,416207)",61,T5
249,"[287167,287168)","[416220,416265)",62,T5
250,"[287168,287169)","[416264,416313)",63,T5
251,"[287169,287170)","[416378,416408)",63,T5
252,"[287170,287171)","[417435,417481)",64,T5
253,"[287171,287172)","[417480,417535)",64,T5
254,"[287172,287173)","[417649,417707)",65,T5
255,"[287173,287174)","[417992,418027)",59,T5
256,"[287174,287175)","[418620,418639)",66,T5
257,"[287175,287176)","[420359,420370)",59,T5
258,"[287176,287177)","[420977,421042)",67,T5
259,"[287177,287178)","[421234,421257)",44,T5
260,"[287178,287179)","[421620,421633)",68,T5
261,"[287179,287180)","[421892,421960)",69,T5
262,"[287180,287181)","[426221,426297)",70,T5
263,"[287181,287182)","[426411,426459)",71,T5
264,"[287182,287183)","[427324,427376)",72,T5
265,"[287183,287184)","[427704,427727)",73,T5
266,"[287184,287185)","[428030,428068)",74,T5
267,"[287185,287186)","[428129,428184)",74,T5
268,"[287186,287187)","[428816,428832)",59,T5
269,"[287187,287188)","[428973,428987)",59,T5
270,"[287188,287189)","[429000,429043)",75,T5
271,"[287189,287190)","[429320,429337)",59,T5
272,"[287190,287191)","[429883,429994)",76,T5
273,"[287191,287192)","[431904,431916)",59,T5
274,"[287192,287193)","[432109,432137)",77,T5
275,"[287193,287194)","[432505,432594)",78,T5
276,"[287194,287195)","[432767,432826)",79,T5
277,"[287195,287196)","[433741,433787)",80,T5
278,"[287196,287197)","[434032,434092)",59,T5
279,"[287197,287198)","[435268,435339)",81,T5
280,"[287198,287199)","[435665,435677)",59,T5
281,"[287199,287200)","[435687,435755)",82,T5
282,"[287200,287201)","[435757,435839)",82,T5
283,"[287201,287202)","[435974,436017)",82,T5
284,"[287202,287203)","[436165,436228)",83,T5
285,"[287203,287204)","[437073,437113)",84,T5
286,"[287204,287205)","[437880,437895)",59,T5
287,"[287205,287206)","[438035,438044)",59,T5
288,"[287206,287207)","[438300,438360)",59,T5
289,"[287207,287208)","[438993,439005)",59,T5
290,"[287208,287209)","[441707,441740)",85,T5
291,"[287209,287210)","[442187,442206)",59,T5
292,"[287210,287211)","[443546,443573)",86,T5
293,"[287211,287212)","[444352,444437)",87,T5
294,"[287212,287213)","[444436,444450)",88,T5
295,"[287213,287214)","[445078,445087)",89,T5
296,"[287214,287215)","[446625,446682)",68,T5
297,"[287215,287216)","[448150,448165)",59,T5
298,"[287216,287217)","[450712,450734)",59,T5
299,"[287217,287218)","[451320,451378)",90,T5
300,"[287218,287219)","[456881,456904)",91,T5
301,"[287219,287220)","[458296,458355)",92,T5
302,"[287220,287221)","[458539,458592)",93,T5
303,"[287221,287222)","[459292,459321)",94,T5
304,"[340685,340686)","[462005,462035)",95,T6
305,"[340686,340687)","[462120,462137)",95,T6
306,"[340687,340688)","[463001,463034)",95,T6
307,"[340688,340689)","[465553,465579)",95,T6
308,"[340689,340690)","[466354,466426)",95,T6
309,"[340690,340691)","[467427,467461)",95,T6
310,"[340691,340692)","[468233,468257)",95,T6
311,"[340692,340693)","[469225,469265)",95,T6
312,"[340693,340694)","[469881,469920)",95,T6
313,"[340694,340695)","[476674,476702)",95,T6
314,"[340695,340696)","[479933,479951)",95,T6
315,"[340696,340697)","[485511,485530)",95,T6
316,"[340697,340698)","[490857,490896)",95,T6
317,"[340698,340699)","[492841,492863)",95,T6
318,"[340699,340700)","[493490,493505)",95,T6
319,"[340700,340701)","[497526,497552)",95,T6
320,"[340701,340702)","[498559,498585)",95,T6
321,"[340702,340703)","[502614,502710)",95,T6
322,"[340703,340704)","[505050,505085)",95,T6
323,"[340704,340705)","[530173,530231)",95,T6
324,"[340705,340706)","[531076,531086)",96,T6
325,"[340706,340707)","[531789,531868)",95,T6
326,"[340707,340708)","[535709,535755)",97,T6
327,"[340708,340709)","[535786,535832)",95,T6
328,"[340709,340710)","[535867,535918)",95,T6
329,"[340710,340711)","[536363,536418)",95,T6
330,"[340711,340712)","[536440,536456)",95,T6
331,"[340712,340713)","[536496,536523)",95,T6
332,"[340713,340714)","[536622,536669)",95,T6
333,"[340714,340715)","[538927,538973)",95,T6
334,"[340715,340716)","[546863,546888)",98,T6
335,"[340716,340717)","[546931,546948)",95,T6
336,"[340717,340718)","[546973,547080)",95,T6
337,"[377751,377752)","[548711,548720)",99,T7_GP1
338,"[377752,377753)","[552640,552733)",100,T7_GP1
339,"[377753,377754)","[566468,566500)",101,T7_GP1
340,"[377754,377755)","[568720,568765)",101,T7_GP1
341,"[377755,377756)","[569865,569887)",101,T7_GP1
342,"[377756,377757)","[570002,570079)",101,T7_GP1
343,"[377757,377758)","[570979,571017)",101,T7_GP1
344,"[377758,377759)","[571715,571740)",101,T7_GP1
345,"[377759,377760)","[574409,574425)",101,T7_GP1
346,"[377760,377761)","[574736,574880)",101,T7_GP1
347,"[377761,377762)","[574920,574979)",101,T7_GP1
348,"[377762,377763)","[575604,575632)",101,T7_GP1
349,"[377763,377764)","[576653,576666)",101,T7_GP1
350,"[377764,377765)","[578629,578698)",101,T7_GP1
351,"[377765,377766)","[578957,579021)",102,T7_GP1
352,"[377766,377767)","[580059,580077)",101,T7_GP1
