notes_id,char_range,frame_range,text_id,speaker_id
1829,"[592453,592454)","[970289,970297)",283,Interviewer
1830,"[592454,592455)","[970387,970396)",1,Interviewer
1831,"[592455,592456)","[970436,970447)",290,Interviewer
1832,"[592456,592457)","[975367,975392)",12,Interviewer
1833,"[592457,592458)","[976696,976706)",283,Interviewer
1834,"[592458,592459)","[976836,976861)",1,Interviewer
1835,"[592459,592460)","[980673,980685)",1,Interviewer
1836,"[592460,592461)","[981173,981189)",283,Interviewer
1837,"[592461,592462)","[981311,981332)",283,Interviewer
1838,"[592462,592463)","[982871,982896)",1,Interviewer
1839,"[592463,592464)","[982925,982943)",1,Interviewer
1840,"[592464,592465)","[983453,983494)",314,Interviewer
1841,"[592465,592466)","[984689,984699)",290,Interviewer
1842,"[592466,592467)","[984778,984796)",1,Interviewer
1843,"[592467,592468)","[985443,985454)",16,Interviewer
1844,"[592468,592469)","[985693,985708)",283,Interviewer
1845,"[592469,592470)","[985858,985864)",283,Interviewer
1846,"[592470,592471)","[986544,986558)",283,Interviewer
1847,"[592471,592472)","[986583,986602)",12,Interviewer
1848,"[592472,592473)","[987232,987270)",1,Interviewer
1849,"[592473,592474)","[987270,987291)",1,Interviewer
1850,"[592474,592475)","[987403,987415)",16,Interviewer
1851,"[592475,592476)","[987570,987581)",12,Interviewer
1852,"[592476,592477)","[987708,987718)",16,Interviewer
1853,"[592477,592478)","[987723,987733)",16,Interviewer
1854,"[592478,592479)","[987746,987753)",283,Interviewer
1855,"[592479,592480)","[987791,987800)",115,Interviewer
1856,"[592480,592481)","[988728,988739)",16,Interviewer
1857,"[592481,592482)","[988794,988805)",16,Interviewer
1858,"[592482,592483)","[988813,988822)",16,Interviewer
1859,"[592483,592484)","[989470,989480)",16,Interviewer
1860,"[592484,592485)","[989675,989684)",16,Interviewer
1861,"[592485,592486)","[989688,989697)",16,Interviewer
1862,"[592486,592487)","[989837,989850)",115,Interviewer
1863,"[592487,592488)","[990094,990106)",16,Interviewer
1864,"[592488,592489)","[990344,990351)",16,Interviewer
1865,"[592489,592490)","[990495,990505)",16,Interviewer
1866,"[592490,592491)","[991177,991189)",16,Interviewer
1867,"[592491,592492)","[991377,991387)",16,Interviewer
1868,"[592492,592493)","[991391,991400)",16,Interviewer
1869,"[592493,592494)","[992071,992083)",290,Interviewer
1870,"[592494,592495)","[992303,992336)",1,Interviewer
1871,"[592495,592496)","[992984,992993)",115,Interviewer
1872,"[592496,592497)","[993889,993909)",1,Interviewer
1873,"[592497,592498)","[994035,994055)",1,Interviewer
1874,"[592498,592499)","[994065,994088)",1,Interviewer
1875,"[592499,592500)","[994590,994604)",115,Interviewer
1876,"[592500,592501)","[994773,994783)",115,Interviewer
1877,"[592501,592502)","[994835,994840)",115,Interviewer
1878,"[592502,592503)","[995018,995026)",115,Interviewer
1879,"[592503,592504)","[995089,995099)",115,Interviewer
1880,"[592504,592505)","[995687,995693)",304,Interviewer
1881,"[592505,592506)","[998255,998267)",16,Interviewer
1882,"[592506,592507)","[998594,998600)",115,Interviewer
1883,"[592507,592508)","[998860,998867)",115,Interviewer
1884,"[592508,592509)","[998905,998912)",115,Interviewer
1885,"[592509,592510)","[999546,999560)",304,Interviewer
1886,"[592510,592511)","[999680,999690)",187,Interviewer
1887,"[592511,592512)","[1000203,1000211)",16,Interviewer
1888,"[592512,592513)","[1000390,1000403)",16,Interviewer
1889,"[592513,592514)","[1000410,1000436)",1,Interviewer
1890,"[617115,617116)","[1000594,1000633)",350,T12_GP1
1891,"[617116,617117)","[1003046,1003106)",350,T12_GP1
1892,"[617117,617118)","[1013049,1013120)",351,T12_GP1
1893,"[617118,617119)","[1021894,1021993)",352,T12_GP1
1894,"[617119,617120)","[1039642,1039659)",350,T12_GP1
1895,"[617120,617121)","[1039703,1039725)",350,T12_GP1
1896,"[617121,617122)","[1039744,1039803)",350,T12_GP1
1897,"[617122,617123)","[1042574,1042608)",353,T12_GP1
1898,"[617123,617124)","[1043491,1043570)",354,T12_GP1
1899,"[617124,617125)","[1043722,1043803)",355,T12_GP1
1900,"[617125,617126)","[1044823,1044856)",350,T12_GP1
1901,"[617126,617127)","[1049555,1049646)",350,T12_GP1
1902,"[617127,617128)","[1054358,1054374)",356,T12_GP1
1903,"[617128,617129)","[1058979,1058991)",357,T12_GP1
1904,"[617129,617130)","[1068716,1068728)",358,T12_GP1
1905,"[617130,617131)","[1069084,1069131)",359,T12_GP1
1906,"[617131,617132)","[1076603,1076651)",360,T12_GP1
1907,"[617132,617133)","[1077084,1077116)",356,T12_GP1
1908,"[653638,653639)","[1001480,1001508)",361,GP2
1909,"[653639,653640)","[1006229,1006250)",361,GP2
1910,"[653640,653641)","[1006324,1006381)",350,GP2
1911,"[653641,653642)","[1008473,1008557)",350,GP2
1912,"[653642,653643)","[1010310,1010389)",350,GP2
1913,"[653643,653644)","[1010643,1010666)",361,GP2
1914,"[653644,653645)","[1011103,1011133)",361,GP2
1915,"[653645,653646)","[1011216,1011246)",361,GP2
1916,"[653646,653647)","[1011698,1011764)",361,GP2
1917,"[653647,653648)","[1012956,1012990)",361,GP2
1918,"[653648,653649)","[1013391,1013406)",362,GP2
1919,"[653649,653650)","[1013544,1013573)",361,GP2
1920,"[653650,653651)","[1013703,1013776)",350,GP2
1921,"[653651,653652)","[1014741,1014784)",361,GP2
1922,"[653652,653653)","[1015736,1015827)",350,GP2
1923,"[653653,653654)","[1018316,1018347)",361,GP2
1924,"[653654,653655)","[1018666,1018704)",361,GP2
1925,"[653655,653656)","[1020608,1020667)",363,GP2
1926,"[653656,653657)","[1021356,1021400)",361,GP2
1927,"[653657,653658)","[1025164,1025266)",350,GP2
1928,"[653658,653659)","[1025288,1025399)",350,GP2
1929,"[653659,653660)","[1029600,1029658)",350,GP2
1930,"[653660,653661)","[1030650,1030707)",361,GP2
1931,"[653661,653662)","[1030935,1030954)",361,GP2
1932,"[653662,653663)","[1032311,1032322)",361,GP2
1933,"[653663,653664)","[1032494,1032545)",363,GP2
1934,"[653664,653665)","[1032567,1032597)",361,GP2
1935,"[653665,653666)","[1036839,1036884)",350,GP2
1936,"[653666,653667)","[1036997,1037044)",364,GP2
1937,"[653667,653668)","[1038392,1038404)",361,GP2
1938,"[653668,653669)","[1038745,1038830)",361,GP2
1939,"[653669,653670)","[1038873,1038906)",361,GP2
1940,"[653670,653671)","[1039724,1039745)",361,GP2
1941,"[653671,653672)","[1039862,1039925)",363,GP2
1942,"[653672,653673)","[1040725,1040839)",363,GP2
1943,"[653673,653674)","[1042437,1042448)",361,GP2
1944,"[653674,653675)","[1043523,1043598)",361,GP2
1945,"[653675,653676)","[1048238,1048269)",365,GP2
1946,"[653676,653677)","[1048641,1048684)",361,GP2
1947,"[653677,653678)","[1052343,1052362)",361,GP2
1948,"[653678,653679)","[1054315,1054392)",366,GP2
1949,"[653679,653680)","[1058501,1058582)",361,GP2
1950,"[653680,653681)","[1061636,1061687)",363,GP2
1951,"[653681,653682)","[1062063,1062076)",361,GP2
1952,"[653682,653683)","[1067454,1067517)",361,GP2
1953,"[653683,653684)","[1069887,1069927)",367,GP2
1954,"[653684,653685)","[1070519,1070577)",361,GP2
1955,"[653685,653686)","[1076655,1076671)",360,GP2
1956,"[653686,653687)","[1076961,1076973)",361,GP2
1957,"[665538,665539)","[1097078,1097103)",361,Interviewer
1958,"[665539,665540)","[1097284,1097307)",2,Interviewer
1959,"[665540,665541)","[1102539,1102554)",22,Interviewer
1960,"[665541,665542)","[1103273,1103326)",2,Interviewer
1961,"[665542,665543)","[1103525,1103551)",22,Interviewer
1962,"[665543,665544)","[1103993,1104003)",2,Interviewer
1963,"[665544,665545)","[1104115,1104154)",2,Interviewer
1964,"[665545,665546)","[1104193,1104229)",2,Interviewer
1965,"[665546,665547)","[1106060,1106091)",2,Interviewer
1966,"[665547,665548)","[1107160,1107177)",2,Interviewer
1967,"[665548,665549)","[1107612,1107668)",361,Interviewer
1968,"[665549,665550)","[1109590,1109621)",2,Interviewer
1969,"[665550,665551)","[1115675,1115703)",2,Interviewer
1970,"[665551,665552)","[1115953,1115977)",2,Interviewer
1971,"[665552,665553)","[1119055,1119087)",2,Interviewer
1972,"[665553,665554)","[1122563,1122644)",2,Interviewer
1973,"[665554,665555)","[1123703,1123829)",361,Interviewer
1974,"[665555,665556)","[1123885,1123903)",2,Interviewer
1975,"[665556,665557)","[1125888,1125922)",2,Interviewer
1976,"[665557,665558)","[1125965,1125987)",2,Interviewer
1977,"[665558,665559)","[1127975,1128031)",2,Interviewer
1978,"[665559,665560)","[1128550,1128594)",2,Interviewer
1979,"[665560,665561)","[1131028,1131047)",2,Interviewer
1980,"[665561,665562)","[1133668,1133718)",361,Interviewer
1981,"[665562,665563)","[1133855,1133891)",361,Interviewer
1982,"[665563,665564)","[1134848,1134872)",2,Interviewer
1983,"[665564,665565)","[1135900,1135919)",361,Interviewer
1984,"[665565,665566)","[1136173,1136220)",2,Interviewer
1985,"[665566,665567)","[1136303,1136327)",368,Interviewer
1986,"[665567,665568)","[1137853,1137880)",22,Interviewer
1987,"[665568,665569)","[1138596,1138704)",22,Interviewer
1988,"[665569,665570)","[1143258,1143280)",2,Interviewer
1989,"[665570,665571)","[1143325,1143402)",2,Interviewer
1990,"[665571,665572)","[1146355,1146391)",22,Interviewer
1991,"[665572,665573)","[1147113,1147133)",2,Interviewer
1992,"[665573,665574)","[1150079,1150124)",2,Interviewer
1993,"[665574,665575)","[1151378,1151427)",2,Interviewer
1994,"[665575,665576)","[1152133,1152187)",2,Interviewer
1995,"[665576,665577)","[1152278,1152289)",114,Interviewer
1996,"[665577,665578)","[1155670,1155723)",2,Interviewer
1997,"[665578,665579)","[1155945,1156028)",2,Interviewer
1998,"[665579,665580)","[1156767,1156795)",2,Interviewer
1999,"[665580,665581)","[1159403,1159436)",22,Interviewer
2000,"[665581,665582)","[1161525,1161572)",2,Interviewer
2001,"[665582,665583)","[1163450,1163510)",22,Interviewer
2002,"[665583,665584)","[1163801,1163833)",2,Interviewer
2003,"[665584,665585)","[1164795,1164825)",369,Interviewer
2004,"[665585,665586)","[1164953,1164972)",2,Interviewer
2005,"[665586,665587)","[1166228,1166244)",162,Interviewer
2006,"[665587,665588)","[1170350,1170404)",361,Interviewer
2007,"[665588,665589)","[1172653,1172709)",2,Interviewer
2008,"[665589,665590)","[1173943,1173972)",22,Interviewer
2009,"[665590,665591)","[1175068,1175124)",2,Interviewer
2010,"[684946,684947)","[1085320,1085344)",2,T13_GP1
2011,"[684947,684948)","[1085703,1085779)",2,T13_GP1
2012,"[684948,684949)","[1085838,1085853)",2,T13_GP1
2013,"[684949,684950)","[1094833,1094859)",2,T13_GP1
2014,"[684950,684951)","[1095955,1095976)",2,T13_GP1
2015,"[684951,684952)","[1098850,1098879)",361,T13_GP1
2016,"[684952,684953)","[1099230,1099309)",2,T13_GP1
2017,"[684953,684954)","[1102482,1102532)",361,T13_GP1
2018,"[684954,684955)","[1103610,1103637)",2,T13_GP1
2019,"[684955,684956)","[1104000,1104032)",2,T13_GP1
2020,"[684956,684957)","[1107430,1107508)",361,T13_GP1
2021,"[684957,684958)","[1107546,1107568)",2,T13_GP1
2022,"[684958,684959)","[1109686,1109716)",361,T13_GP1
2023,"[684959,684960)","[1120075,1120099)",2,T13_GP1
2024,"[684960,684961)","[1122554,1122591)",2,T13_GP1
2025,"[684961,684962)","[1124271,1124290)",22,T13_GP1
2026,"[684962,684963)","[1130895,1130914)",18,T13_GP1
2027,"[684963,684964)","[1135340,1135394)",22,T13_GP1
2028,"[684964,684965)","[1135465,1135491)",361,T13_GP1
2029,"[684965,684966)","[1135898,1135928)",2,T13_GP1
2030,"[684966,684967)","[1138945,1138989)",2,T13_GP1
2031,"[684967,684968)","[1146097,1146140)",2,T13_GP1
2032,"[684968,684969)","[1146358,1146414)",2,T13_GP1
2033,"[684969,684970)","[1148856,1148876)",2,T13_GP1
2034,"[684970,684971)","[1150488,1150579)",2,T13_GP1
2035,"[684971,684972)","[1155763,1155793)",2,T13_GP1
2036,"[684972,684973)","[1156665,1156702)",2,T13_GP1
2037,"[684973,684974)","[1156767,1156795)",2,T13_GP1
2038,"[684974,684975)","[1159408,1159442)",22,T13_GP1
2039,"[684975,684976)","[1162123,1162152)",22,T13_GP1
2040,"[684976,684977)","[1164755,1164784)",369,T13_GP1
2041,"[684977,684978)","[1166208,1166225)",162,T13_GP1
2042,"[684978,684979)","[1166803,1166835)",22,T13_GP1
2043,"[684979,684980)","[1172848,1172884)",2,T13_GP1
2044,"[699971,699972)","[1086224,1086245)",2,T13_GP2
2045,"[699972,699973)","[1087630,1087643)",162,T13_GP2
2046,"[699973,699974)","[1097200,1097224)",2,T13_GP2
2047,"[699974,699975)","[1099528,1099571)",2,T13_GP2
2048,"[699975,699976)","[1099660,1099701)",2,T13_GP2
2049,"[699976,699977)","[1101536,1101548)",24,T13_GP2
2050,"[699977,699978)","[1102429,1102457)",22,T13_GP2
2051,"[699978,699979)","[1104333,1104354)",2,T13_GP2
2052,"[699979,699980)","[1105543,1105554)",2,T13_GP2
2053,"[699980,699981)","[1107618,1107679)",2,T13_GP2
2054,"[699981,699982)","[1119885,1119918)",18,T13_GP2
2055,"[699982,699983)","[1125942,1125972)",361,T13_GP2
2056,"[699983,699984)","[1127975,1128031)",2,T13_GP2
2057,"[699984,699985)","[1133638,1133661)",2,T13_GP2
2058,"[699985,699986)","[1133788,1133814)",2,T13_GP2
2059,"[699986,699987)","[1134238,1134254)",2,T13_GP2
2060,"[699987,699988)","[1143108,1143123)",162,T13_GP2
2061,"[699988,699989)","[1143258,1143280)",2,T13_GP2
2062,"[699989,699990)","[1146039,1146069)",22,T13_GP2
2063,"[699990,699991)","[1146097,1146140)",22,T13_GP2
2064,"[699991,699992)","[1146355,1146391)",22,T13_GP2
2065,"[699992,699993)","[1150488,1150506)",2,T13_GP2
2066,"[699993,699994)","[1150960,1151005)",2,T13_GP2
2067,"[699994,699995)","[1151871,1151898)",2,T13_GP2
2068,"[699995,699996)","[1156613,1156641)",22,T13_GP2
2069,"[699996,699997)","[1159710,1159753)",370,T13_GP2
2070,"[699997,699998)","[1170810,1170843)",2,T13_GP2
2071,"[721307,721308)","[1085478,1085504)",2,T13_GP3
2072,"[721308,721309)","[1086224,1086245)",2,T13_GP3
2073,"[721309,721310)","[1088472,1088511)",361,T13_GP3
2074,"[721310,721311)","[1094235,1094251)",2,T13_GP3
2075,"[721311,721312)","[1098023,1098051)",2,T13_GP3
2076,"[721312,721313)","[1099141,1099158)",2,T13_GP3
2077,"[721313,721314)","[1099440,1099469)",18,T13_GP3
2078,"[721314,721315)","[1099528,1099571)",2,T13_GP3
2079,"[721315,721316)","[1099629,1099648)",2,T13_GP3
2080,"[721316,721317)","[1100098,1100133)",2,T13_GP3
2081,"[721317,721318)","[1100520,1100534)",361,T13_GP3
2082,"[721318,721319)","[1100703,1100721)",2,T13_GP3
2083,"[721319,721320)","[1102398,1102406)",2,T13_GP3
2084,"[721320,721321)","[1103778,1103791)",2,T13_GP3
2085,"[721321,721322)","[1103999,1104034)",22,T13_GP3
2086,"[721322,721323)","[1104348,1104392)",361,T13_GP3
2087,"[721323,721324)","[1105167,1105194)",2,T13_GP3
2088,"[721324,721325)","[1105991,1106004)",2,T13_GP3
2089,"[721325,721326)","[1106072,1106096)",2,T13_GP3
2090,"[721326,721327)","[1106203,1106225)",2,T13_GP3
2091,"[721327,721328)","[1107090,1107107)",2,T13_GP3
2092,"[721328,721329)","[1107370,1107404)",2,T13_GP3
2093,"[721329,721330)","[1107618,1107679)",2,T13_GP3
2094,"[721330,721331)","[1108483,1108503)",2,T13_GP3
2095,"[721331,721332)","[1109308,1109330)",2,T13_GP3
2096,"[721332,721333)","[1109590,1109627)",2,T13_GP3
2097,"[721333,721334)","[1114507,1114521)",162,T13_GP3
2098,"[721334,721335)","[1115988,1116003)",2,T13_GP3
2099,"[721335,721336)","[1119441,1119464)",2,T13_GP3
2100,"[721336,721337)","[1120038,1120070)",2,T13_GP3
2101,"[721337,721338)","[1120823,1120854)",368,T13_GP3
2102,"[721338,721339)","[1122515,1122569)",2,T13_GP3
2103,"[721339,721340)","[1123175,1123195)",2,T13_GP3
2104,"[721340,721341)","[1123422,1123449)",2,T13_GP3
2105,"[721341,721342)","[1123778,1123811)",2,T13_GP3
2106,"[721342,721343)","[1124505,1124528)",2,T13_GP3
2107,"[721343,721344)","[1125813,1125843)",2,T13_GP3
2108,"[721344,721345)","[1125953,1125975)",2,T13_GP3
2109,"[721345,721346)","[1127095,1127121)",2,T13_GP3
2110,"[721346,721347)","[1127203,1127221)",22,T13_GP3
2111,"[721347,721348)","[1127975,1128031)",2,T13_GP3
2112,"[721348,721349)","[1129393,1129413)",22,T13_GP3
2113,"[721349,721350)","[1132068,1132141)",361,T13_GP3
2114,"[721350,721351)","[1133788,1133814)",2,T13_GP3
2115,"[721351,721352)","[1133855,1133897)",361,T13_GP3
2116,"[721352,721353)","[1134055,1134077)",2,T13_GP3
2117,"[721353,721354)","[1134247,1134266)",2,T13_GP3
2118,"[721354,721355)","[1134820,1134874)",22,T13_GP3
2119,"[721355,721356)","[1135181,1135201)",2,T13_GP3
2120,"[721356,721357)","[1135340,1135394)",22,T13_GP3
2121,"[721357,721358)","[1135653,1135742)",2,T13_GP3
2122,"[721358,721359)","[1136188,1136210)",22,T13_GP3
2123,"[721359,721360)","[1136463,1136482)",2,T13_GP3
2124,"[721360,721361)","[1136958,1136987)",2,T13_GP3
2125,"[721361,721362)","[1138228,1138294)",361,T13_GP3
2126,"[721362,721363)","[1138850,1138870)",2,T13_GP3
2127,"[721363,721364)","[1138945,1138989)",2,T13_GP3
2128,"[721364,721365)","[1141503,1141523)",2,T13_GP3
2129,"[721365,721366)","[1142628,1142651)",2,T13_GP3
2130,"[721366,721367)","[1143258,1143280)",2,T13_GP3
2131,"[721367,721368)","[1146039,1146069)",22,T13_GP3
2132,"[721368,721369)","[1146355,1146391)",22,T13_GP3
2133,"[721369,721370)","[1148856,1148876)",22,T13_GP3
2134,"[721370,721371)","[1150079,1150124)",2,T13_GP3
2135,"[721371,721372)","[1150488,1150506)",2,T13_GP3
2136,"[721372,721373)","[1151378,1151427)",2,T13_GP3
2137,"[721373,721374)","[1151871,1151898)",2,T13_GP3
2138,"[721374,721375)","[1152771,1152800)",2,T13_GP3
2139,"[721375,721376)","[1152803,1152841)",371,T13_GP3
2140,"[721376,721377)","[1155670,1155723)",2,T13_GP3
2141,"[721377,721378)","[1155931,1155961)",2,T13_GP3
2142,"[721378,721379)","[1156613,1156641)",22,T13_GP3
2143,"[721379,721380)","[1161542,1161567)",2,T13_GP3
2144,"[721380,721381)","[1163492,1163508)",22,T13_GP3
2145,"[721381,721382)","[1163763,1163831)",2,T13_GP3
2146,"[721382,721383)","[1165606,1165626)",2,T13_GP3
2147,"[721383,721384)","[1165655,1165686)",2,T13_GP3
2148,"[721384,721385)","[1166595,1166626)",2,T13_GP3
2149,"[721385,721386)","[1166803,1166835)",22,T13_GP3
2150,"[721386,721387)","[1170078,1170098)",2,T13_GP3
2151,"[721387,721388)","[1170760,1170782)",22,T13_GP3
2152,"[721388,721389)","[1170810,1170843)",2,T13_GP3
2153,"[721389,721390)","[1171348,1171375)",2,T13_GP3
2154,"[721390,721391)","[1171428,1171462)",2,T13_GP3
2155,"[721391,721392)","[1172213,1172233)",22,T13_GP3
2156,"[721392,721393)","[1172648,1172665)",2,T13_GP3
2157,"[721393,721394)","[1172848,1172884)",22,T13_GP3
2158,"[721394,721395)","[1173928,1173951)",2,T13_GP3
2159,"[721395,721396)","[1174303,1174316)",2,T13_GP3
2160,"[721396,721397)","[1174650,1174668)",361,T13_GP3
2161,"[721397,721398)","[1174723,1174742)",2,T13_GP3
2162,"[721398,721399)","[1175063,1175109)",2,T13_GP3
2163,"[783817,783818)","[1212697,1212704)",372,T14
2164,"[783818,783819)","[1212840,1212849)",373,T14
2165,"[783819,783820)","[1213548,1213556)",372,T14
2166,"[783820,783821)","[1236986,1237003)",374,T14
2167,"[783821,783822)","[1261153,1261176)",375,T14
2168,"[783822,783823)","[1268444,1268455)",376,T14
2169,"[796808,796809)","[1269202,1269232)",1,T15_GP1
2170,"[796809,796810)","[1269804,1269835)",1,T15_GP1
2171,"[796810,796811)","[1274008,1274038)",1,T15_GP1
2172,"[796811,796812)","[1274419,1274443)",1,T15_GP1
2173,"[796812,796813)","[1275206,1275238)",1,T15_GP1
2174,"[796813,796814)","[1277541,1277602)",1,T15_GP1
2175,"[796814,796815)","[1278578,1278650)",1,T15_GP1
2176,"[796815,796816)","[1279874,1279885)",377,T15_GP1
2177,"[796816,796817)","[1281023,1281068)",1,T15_GP1
2178,"[796817,796818)","[1283909,1283932)",1,T15_GP1
2179,"[796818,796819)","[1284174,1284224)",1,T15_GP1
2180,"[796819,796820)","[1284302,1284349)",1,T15_GP1
2181,"[796820,796821)","[1285941,1285957)",1,T15_GP1
2182,"[796821,796822)","[1288605,1288657)",1,T15_GP1
2183,"[796822,796823)","[1289268,1289313)",1,T15_GP1
2184,"[796823,796824)","[1290926,1290967)",1,T15_GP1
2185,"[796824,796825)","[1291861,1291928)",1,T15_GP1
2186,"[796825,796826)","[1292253,1292299)",1,T15_GP1
2187,"[796826,796827)","[1292636,1292668)",1,T15_GP1
2188,"[796827,796828)","[1292736,1292785)",1,T15_GP1
2189,"[796828,796829)","[1293341,1293379)",1,T15_GP1
2190,"[796829,796830)","[1294032,1294081)",1,T15_GP1
2191,"[796830,796831)","[1294428,1294508)",1,T15_GP1
2192,"[796831,796832)","[1295042,1295107)",1,T15_GP1
2193,"[796832,796833)","[1295407,1295433)",1,T15_GP1
2194,"[796833,796834)","[1295627,1295682)",1,T15_GP1
2195,"[796834,796835)","[1295824,1295891)",1,T15_GP1
2196,"[796835,796836)","[1296094,1296156)",1,T15_GP1
2197,"[796836,796837)","[1296913,1296938)",1,T15_GP1
2198,"[796837,796838)","[1297754,1297832)",1,T15_GP1
2199,"[796838,796839)","[1299430,1299519)",1,T15_GP1
2200,"[796839,796840)","[1299736,1299751)",1,T15_GP1
2201,"[796840,796841)","[1300045,1300079)",1,T15_GP1
2202,"[796841,796842)","[1301495,1301521)",1,T15_GP1
2203,"[796842,796843)","[1302412,1302457)",1,T15_GP1
2204,"[796843,796844)","[1303868,1303925)",1,T15_GP1
2205,"[796844,796845)","[1306761,1306826)",1,T15_GP1
2206,"[796845,796846)","[1308115,1308123)",1,T15_GP1
2207,"[796846,796847)","[1308289,1308313)",1,T15_GP1
2208,"[796847,796848)","[1309177,1309207)",1,T15_GP1
2209,"[796848,796849)","[1309344,1309418)",1,T15_GP1
2210,"[796849,796850)","[1309892,1309938)",1,T15_GP1
2211,"[796850,796851)","[1311603,1311633)",1,T15_GP1
2212,"[796851,796852)","[1311762,1311820)",1,T15_GP1
2213,"[796852,796853)","[1314206,1314251)",1,T15_GP1
2214,"[796853,796854)","[1315598,1315636)",378,T15_GP1
2215,"[796854,796855)","[1315777,1315825)",1,T15_GP1
2216,"[796855,796856)","[1315998,1316032)",1,T15_GP1
2217,"[796856,796857)","[1316244,1316260)",1,T15_GP1
2218,"[796857,796858)","[1316317,1316347)",1,T15_GP1
2219,"[796858,796859)","[1316375,1316415)",1,T15_GP1
2220,"[796859,796860)","[1316575,1316613)",1,T15_GP1
2221,"[796860,796861)","[1316725,1316797)",1,T15_GP1
2222,"[796861,796862)","[1317182,1317216)",1,T15_GP1
2223,"[796862,796863)","[1317371,1317409)",1,T15_GP1
2224,"[796863,796864)","[1318640,1318708)",1,T15_GP1
2225,"[796864,796865)","[1318710,1318775)",1,T15_GP1
2226,"[796865,796866)","[1318788,1318904)",1,T15_GP1
2227,"[796866,796867)","[1319020,1319090)",1,T15_GP1
2228,"[796867,796868)","[1319444,1319470)",1,T15_GP1
2229,"[796868,796869)","[1320063,1320130)",1,T15_GP1
2230,"[796869,796870)","[1321215,1321233)",1,T15_GP1
2231,"[796870,796871)","[1322926,1322962)",1,T15_GP1
2232,"[796871,796872)","[1323035,1323094)",1,T15_GP1
2233,"[796872,796873)","[1324422,1324449)",1,T15_GP1
2234,"[796873,796874)","[1324763,1324801)",1,T15_GP1
2235,"[796874,796875)","[1324849,1324921)",1,T15_GP1
2236,"[796875,796876)","[1324974,1325007)",1,T15_GP1
2237,"[796876,796877)","[1325102,1325160)",1,T15_GP1
2238,"[796877,796878)","[1325640,1325667)",1,T15_GP1
2239,"[796878,796879)","[1325925,1325960)",1,T15_GP1
2240,"[796879,796880)","[1325963,1325991)",1,T15_GP1
2241,"[796880,796881)","[1326614,1326659)",1,T15_GP1
2242,"[796881,796882)","[1326999,1327046)",1,T15_GP1
2243,"[796882,796883)","[1327987,1328068)",1,T15_GP1
2244,"[796883,796884)","[1328203,1328240)",1,T15_GP1
2245,"[796884,796885)","[1328918,1328971)",1,T15_GP1
2246,"[796885,796886)","[1329115,1329147)",1,T15_GP1
2247,"[796886,796887)","[1329512,1329535)",1,T15_GP1
2248,"[796887,796888)","[1329994,1330058)",1,T15_GP1
2249,"[796888,796889)","[1330392,1330457)",1,T15_GP1
2250,"[796889,796890)","[1331192,1331224)",1,T15_GP1
2251,"[796890,796891)","[1331538,1331568)",1,T15_GP1
2252,"[796891,796892)","[1331779,1331826)",1,T15_GP1
2253,"[796892,796893)","[1332253,1332275)",1,T15_GP1
2254,"[796893,796894)","[1333392,1333413)",1,T15_GP1
2255,"[796894,796895)","[1334273,1334315)",1,T15_GP1
2256,"[796895,796896)","[1334698,1334731)",1,T15_GP1
2257,"[796896,796897)","[1337359,1337395)",1,T15_GP1
2258,"[796897,796898)","[1337633,1337667)",1,T15_GP1
2259,"[796898,796899)","[1337670,1337742)",1,T15_GP1
2260,"[796899,796900)","[1338673,1338723)",1,T15_GP1
2261,"[796900,796901)","[1339116,1339199)",1,T15_GP1
2262,"[796901,796902)","[1339377,1339431)",1,T15_GP1
2263,"[796902,796903)","[1339576,1339613)",1,T15_GP1
2264,"[796903,796904)","[1339683,1339736)",1,T15_GP1
2265,"[796904,796905)","[1339957,1340002)",1,T15_GP1
2266,"[796905,796906)","[1340250,1340284)",1,T15_GP1
2267,"[796906,796907)","[1340502,1340540)",1,T15_GP1
2268,"[796907,796908)","[1341648,1341707)",1,T15_GP1
2269,"[807001,807002)","[1269692,1269727)",1,T15_GP2
2270,"[807002,807003)","[1269804,1269835)",1,T15_GP2
2271,"[807003,807004)","[1273290,1273341)",1,T15_GP2
2272,"[807004,807005)","[1274008,1274038)",1,T15_GP2
2273,"[807005,807006)","[1274419,1274443)",1,T15_GP2
2274,"[807006,807007)","[1277541,1277602)",1,T15_GP2
2275,"[807007,807008)","[1277895,1277968)",1,T15_GP2
2276,"[807008,807009)","[1278578,1278650)",1,T15_GP2
2277,"[807009,807010)","[1278926,1278941)",377,T15_GP2
2278,"[807010,807011)","[1280055,1280116)",1,T15_GP2
2279,"[807011,807012)","[1281023,1281068)",1,T15_GP2
2280,"[807012,807013)","[1285029,1285044)",1,T15_GP2
2281,"[807013,807014)","[1288210,1288242)",1,T15_GP2
2282,"[807014,807015)","[1288605,1288657)",1,T15_GP2
2283,"[807015,807016)","[1289268,1289313)",1,T15_GP2
2284,"[807016,807017)","[1290926,1290967)",1,T15_GP2
2285,"[807017,807018)","[1291861,1291928)",1,T15_GP2
2286,"[807018,807019)","[1292253,1292299)",1,T15_GP2
2287,"[807019,807020)","[1292636,1292668)",1,T15_GP2
2288,"[807020,807021)","[1292736,1292785)",1,T15_GP2
2289,"[807021,807022)","[1293341,1293379)",1,T15_GP2
2290,"[807022,807023)","[1293605,1293627)",1,T15_GP2
2291,"[807023,807024)","[1294032,1294081)",1,T15_GP2
